metric_version,loan_symbol,loan_address,checkpoint,timestamp_utc,market_population,rank,market_id,collateral_symbol,collateral_address,archetype,borrowed_assets_base_units,borrowed_assets_native,share_of_exact_loan_total,cumulative_share,hhi
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,campaign_end,2026-02-18T13:00:00Z,13,12,0xef62d07c7e29c3864feb6de8945edd82688a2ea558de5a44dc795ad1eb1d9853,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,full_scope_other,1007552,1.007552,0.000000027416,0.99999997571,0.444238396154
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,campaign_end,2026-02-18T13:00:00Z,13,13,0xe0432ceb599fbe41defbd62fe8e914824af9d891a0a92c39de7063176c8e480b,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,full_scope_other,892688,0.892688,0.00000002429,1,0.444238396154
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,1,0xe0432ceb599fbe41defbd62fe8e914824af9d891a0a92c39de7063176c8e480b,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,full_scope_other,1567656765311,1567656.765311,0.379088300315,0.379088300315,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,2,0xed06d9e82d7c35ca80d3983194e15462a96202bd875800af18183321f4611868,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,full_scope_other,666777980999,666777.980999,0.161239205608,0.540327505923,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,3,0x209fa1520640f664f59f7c1f955d52e8b81ead826edf439b48254d21d24b97a9,wstETH,0x5979d7b546e38e414f7e9822514be443a4800529,full_scope_other,637121934864,637121.934864,0.154067827043,0.694395332967,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,4,0xac6a118134cc4208a22534b041a83f4ac5ca42e2ab9ea732ee53c44b7deebc62,WETH,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,full_scope_other,572360179528,572360.179528,0.138407240939,0.832802573905,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,5,0xef62d07c7e29c3864feb6de8945edd82688a2ea558de5a44dc795ad1eb1d9853,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,full_scope_other,483124751449,483124.751449,0.116828469675,0.949631043581,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,6,0xde895fd4a9d1ca693485fcfc2ee47d8c3b47f810bbce3c965c60d97b855d4ed2,sUSDS,0xddb46999f8891663a8f2828d25298f70416d7610,full_scope_other,150611360061,150611.360061,0.036420602875,0.986051646456,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,7,0x571cb3ac535d61d92026c071ef1df4794d0bbbe1755f916ff640746f81b52af4,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,late_usdt0,42740965473,42740.965473,0.010335553237,0.996387199692,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,8,0x1d094624063756fc61aaf061c7da056aebe3b3ad0ae0395b22e00db6c074de7c,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,full_scope_other,14055054209,14055.054209,0.003398771165,0.999785970858,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,9,0xd91052003758145cc53615895c0ce2081c7080b661dbab5652c2b8433b248c2d,siUSD,0x51b0f6aed4a421f09d28a5ede1dcf460bcb54d30,full_scope_other,831136814,831.136814,0.000200984201,0.999986955059,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,10,0x8e58f0dea27f877db258ecbbe16e57c9bb3541448ac0d578ef08c5b93ea9b84b,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,full_scope_other,31990072,31.990072,0.000007735789,0.999994690848,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,11,0x090ff0cd57a258b342c870691a180bb79691e97b31ddda2b7cdd4b5a362c3cca,PT-USDai-19FEB2026,0x5b2c615e22272234aacf187632a0531ca1243279,full_scope_other,12262704,12.262704,0.000002965348,0.999997656195,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,12,0xadc6897d644a005149d1aa42de72bcb1ff1c9f7c4a8b00db3e2356752995f80e,wstUSR,0x66cfbd79257dc5217903a36293120282548e2254,full_scope_other,7042867,7.042867,0.000001703095,0.99999935929,0.227693247948
v1.0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,p180,2026-08-17T13:00:00Z,13,13,0xff608e5881ccba3859006b3c01e377314384c3d661d684c3e8b6354146e62155,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,full_scope_other,2649548,2.649548,0.00000064071,1,0.227693247948
