metric_version,scope_type,scope_id,market_count,market_id,archetype,loan_symbol,loan_address,period,period_start_utc,period_end_exclusive_utc,start_block,end_block_exclusive,opening_debt_base_units,closing_debt_base_units,borrow_assets_out_base_units,repay_assets_in_base_units,accrued_interest_assets_base_units,liquidation_repaid_assets_base_units,liquidation_bad_debt_assets_base_units,expected_debt_delta_base_units,observed_debt_delta_base_units,reconciliation_residual_base_units,opening_debt_native,closing_debt_native,borrow_assets_out_native,repay_assets_in_native,accrued_interest_assets_native,liquidation_repaid_assets_native,liquidation_bad_debt_assets_native,observed_debt_delta_native
v1.0,market,0x1a926ab8add08dca634f8d6cecd8c866e166a4affc65801beda9f239d21b622a,1,0x1a926ab8add08dca634f8d6cecd8c866e166a4affc65801beda9f239d21b622a,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,93213104925,10019832881,37144535801,122214813924,1877006079,0,0,-83193272044,-83193272044,0,93213.104925,10019.832881,37144.535801,122214.813924,1877.006079,0,0,-83193.272044
v1.0,market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,1,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,1,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,451815,450000,0,1815,0,0,451815,451815,0,0,0.451815,0.45,0,0.001815,0,0,0.451815
v1.0,market,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,1,0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,451815,451815,0,0,0,0,0,0,0,0,0.451815,0.451815,0,0,0,0,0,0
v1.0,market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,1,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,1,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,8706982212113,55798551553134,47264306242651,172736901630,0,0,8706982212113,8706982212113,0,0,8706982.212113,55798551.553134,47264306.242651,172736.90163,0,0,8706982.212113
v1.0,market,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,1,0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,8706982212113,431920,305826444529,9017660440765,4967869714,115653671,0,-8706981780193,-8706981780193,0,8706982.212113,0.43192,305826.444529,9017660.440765,4967.869714,115.653671,0,-8706981.780193
v1.0,market,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,1,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,1,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,1,0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,1,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,1,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,701175301,24813852676352,24631686232101,94639748757,276105017707,0,701175301,701175301,0,0,701.175301,24813852.676352,24631686.232101,94639.748757,276105.017707,0,701.175301
v1.0,market,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,1,0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,701175301,51495,0,0,19820613,720944419,0,-701123806,-701123806,0,701.175301,0.051495,0,0,19.820613,720.944419,0,-701.123806
v1.0,market,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,1,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,1,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,1022283,10723000000,10773402339,51424622,0,0,1022283,1022283,0,0,1.022283,10723,10773.402339,51.424622,0,0,1.022283
v1.0,market,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,1,0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,1022283,1050890,0,0,28607,0,0,28607,28607,0,1.022283,1.05089,0,0,0.028607,0,0,0.028607
v1.0,market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,1,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,1,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,4307016200735,15425541033560,11182889215351,64364382526,0,0,4307016200735,4307016200735,0,0,4307016.200735,15425541.03356,11182889.215351,64364.382526,0,0,4307016.200735
v1.0,market,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,1,0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,4307016200735,2682,2210000000,4309670243810,444045757,0,0,-4307016198053,-4307016198053,0,4307016.200735,0.002682,2210,4309670.24381,444.045757,0,0,-4307016.198053
v1.0,market,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,1,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,1,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,12247052694,12463553205904,12490040356025,38734202815,0,0,12247052694,12247052694,0,0,12247.052694,12463553.205904,12490040.356025,38734.202815,0,0,12247.052694
v1.0,market,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,1,0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,12247052694,13002662,0,12694991516,460941484,0,0,-12234050032,-12234050032,0,12247.052694,13.002662,0,12694.991516,460.941484,0,0,-12234.050032
v1.0,market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,1,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,1,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,54852798459,3398880298253,3345984498623,1956998829,0,0,54852798459,54852798459,0,0,54852.798459,3398880.298253,3345984.498623,1956.998829,0,0,54852.798459
v1.0,market,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,1,0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,54852798459,150259,0,54855517232,2912315,35420,7863,-54852648200,-54852648200,0,54852.798459,0.150259,0,54855.517232,2.912315,0.03542,0.007863,-54852.6482
v1.0,market,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,1,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,1,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,28230035330835,68666430713439,40526807100041,90411717437,0,0,28230035330835,28230035330835,0,0,28230035.330835,68666430.713439,40526807.100041,90411.717437,0,0,28230035.330835
v1.0,market,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,1,0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,28230035330835,570096,2638965500000,30870857786086,2064682701,207157354,0,-28230034760739,-28230034760739,0,28230035.330835,0.570096,2638965.5,30870857.786086,2064.682701,207.157354,0,-28230034.760739
v1.0,market,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,1,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,1,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,166934847358,56379198514604,56386293453217,174029785971,0,0,166934847358,166934847358,0,0,166934.847358,56379198.514604,56386293.453217,174029.785971,0,0,166934.847358
v1.0,market,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,1,0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,166934847358,2230163723,0,171840618885,7135935250,0,0,-164704683635,-164704683635,0,166934.847358,2230.163723,0,171840.618885,7135.93525,0,0,-164704.683635
v1.0,market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,1,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,1,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,10150,602662715446,602855039514,192334218,0,0,10150,10150,0,0,0.01015,602662.715446,602855.039514,192.334218,0,0,0.01015
v1.0,market,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,1,0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,10150,10150,0,0,0,0,0,0,0,0,0.01015,0.01015,0,0,0,0,0,0
v1.0,market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,1,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,1,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,3466008,3444180,0,21828,0,0,3466008,3466008,0,0,3.466008,3.44418,0,0.021828,0,0,3.466008
v1.0,market,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,1,0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,3466008,3466008,0,0,0,0,0,0,0,0,3.466008,3.466008,0,0,0,0,0,0
v1.0,market,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,1,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,1,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,96519914087,6346902615742,6145253829347,23382929266,128511801574,0,96519914087,96519914087,0,0,96519.914087,6346902.615742,6145253.829347,23382.929266,128511.801574,0,96519.914087
v1.0,market,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,1,0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,96519914087,155600627290,73995684925,96591848068,81676876346,0,0,59080713203,59080713203,0,96519.914087,155600.62729,73995.684925,96591.848068,81676.876346,0,0,59080.713203
v1.0,market,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,1,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,1000005,1000000,0,5,0,0,1000005,1000005,0,0,1.000005,1,0,0.000005,0,0,1.000005
v1.0,market,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,1,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,1000005,7239,166280166600,166225804540,169410230,224765056,0,-992766,-992766,0,1.000005,0.007239,166280.1666,166225.80454,169.41023,224.765056,0,-0.992766
v1.0,market,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,1,0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,7239,7239,0,0,0,0,0,0,0,0,0.007239,0.007239,0,0,0,0,0,0
v1.0,market,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,1,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,1,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,1006085,1000000,0,6085,0,0,1006085,1006085,0,0,1.006085,1,0,0.006085,0,0,1.006085
v1.0,market,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,1,0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,1006085,0,2501413650725,2502456310355,1041653545,0,0,-1006085,-1006085,0,1.006085,0,2501413.650725,2502456.310355,1041.653545,0,0,-1.006085
v1.0,market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,1,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,10000,10000,0,0,0,0,10000,10000,0,0,0.01,0.01,0,0,0,0,0.01
v1.0,market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,1,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,10000,178139441342,14638286638139,14206102419334,35900618787,289945406250,0,178139431342,178139431342,0,0.01,178139.441342,14638286.638139,14206102.419334,35900.618787,289945.40625,0,178139.431342
v1.0,market,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,1,0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,178139441342,141580246078,3728490667708,3768111915737,3062052765,0,0,-36559195264,-36559195264,0,178139.441342,141580.246078,3728490.667708,3768111.915737,3062.052765,0,0,-36559.195264
v1.0,market,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,1,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,500000,500000,0,0,0,0,500000,500000,0,0,0.5,0.5,0,0,0,0,0.5
v1.0,market,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,1,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,500000,525744,29467197485,29496632135,29460394,0,0,25744,25744,0,0.5,0.525744,29467.197485,29496.632135,29.460394,0,0,0.025744
v1.0,market,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,1,0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,525744,525744,0,0,0,0,0,0,0,0,0.525744,0.525744,0,0,0,0,0,0
v1.0,market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,1,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,4250098,4250038,0,60,0,0,4250098,4250098,0,0,4.250098,4.250038,0,0.00006,0,0,4.250098
v1.0,market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,1,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,4250098,22782310832,50766472239,28668373819,679962314,0,0,22778060734,22778060734,0,4.250098,22782.310832,50766.472239,28668.373819,679.962314,0,0,22778.060734
v1.0,market,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,1,0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,22782310832,24663588131,125184330,124742438,1911676883,30841476,0,1881277299,1881277299,0,22782.310832,24663.588131,125.18433,124.742438,1911.676883,30.841476,0,1881.277299
v1.0,market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,1,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,17249244,417157015,400009131,101360,0,0,17249244,17249244,0,0,17.249244,417.157015,400.009131,0.10136,0,0,17.249244
