metric_version,scope_type,scope_id,market_count,market_id,archetype,loan_symbol,loan_address,collateral_symbol,collateral_address,metric,unit_symbol,unit_address,unit_decimals,post_checkpoint,post_timestamp_utc,baseline_observation_count,baseline_sum_base_units,baseline_mean_base_units,baseline_mean_native,campaign_end_base_units,campaign_end_native,campaign_peak_base_units,campaign_peak_native,campaign_peak_timestamp_utc,post_value_base_units,post_value_native,campaign_end_uplift_base_units,campaign_end_uplift_native,post_uplift_base_units,post_uplift_native,primary_applicability,primary_retained_uplift,peak_applicability,peak_retained_uplift
v1.0,exact_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,,,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,,,supplied_assets,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,6,p90,2026-05-19T13:00:00Z,56,2447315652,43702065.214285714286,43.702065214286,39702544458991,39702544.458991,65151567422592,65151567.422592,2026-01-31T13:00:00Z,16078297321101,16078297.321101,39702500756925.785714285714,39702500.756925785714,16078253619035.785714285714,16078253.619035785714,applicable,0.404968284428,applicable,0.246782464951
v1.0,exact_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,,,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,,,supplied_assets,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,6,p180,2026-08-17T13:00:00Z,56,2447315652,43702065.214285714286,43.702065214286,39702544458991,39702544.458991,65151567422592,65151567.422592,2026-01-31T13:00:00Z,4851264503661,4851264.503661,39702500756925.785714285714,39702500.756925785714,4851220801595.785714285714,4851220.801595785714,applicable,0.122189300651,applicable,0.074460588557
v1.0,exact_asset_group,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,1,,,,,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,collateral_assets,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,18,p30,2026-03-20T13:00:00Z,56,21592165645285188,385574386522949.785714285714,0.000385574387,230062219943005328014122,230062.219943005328,6993332761024052423116770,6993332.761024052423,2025-12-03T13:00:00Z,67628096487881678090024,67628.096487881678,230062219557430941491172.214285714286,230062.219557430941,67628096102307291567074.214285714286,67628.096102307292,applicable,0.293955679609,applicable,0.009670367251
v1.0,exact_asset_group,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,1,,,,,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,collateral_assets,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,18,p90,2026-05-19T13:00:00Z,56,21592165645285188,385574386522949.785714285714,0.000385574387,230062219943005328014122,230062.219943005328,6993332761024052423116770,6993332.761024052423,2025-12-03T13:00:00Z,77749169967331616215305,77749.169967331616,230062219557430941491172.214285714286,230062.219557430941,77749169581757229692355.214285714286,77749.16958175723,applicable,0.337948445996,applicable,0.011117613339
v1.0,exact_asset_group,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,1,,,,,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,collateral_assets,sUSDai,0x0b2b2b2076d95dda7817e785989fe353fe955ef9,18,p180,2026-08-17T13:00:00Z,56,21592165645285188,385574386522949.785714285714,0.000385574387,230062219943005328014122,230062.219943005328,6993332761024052423116770,6993332.761024052423,2025-12-03T13:00:00Z,145540587015243253438529,145540.587015243253,230062219557430941491172.214285714286,230062.219557430941,145540586629668866915579.214285714286,145540.586629668867,applicable,0.632614024631,applicable,0.020811334397
v1.0,exact_asset_group,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,2,,,,,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,collateral_assets,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,18,p30,2026-03-20T13:00:00Z,56,0,0,0,12055305229967657199657646,12055305.2299676572,19355045950898265436255310,19355045.950898265436,2026-02-02T13:00:00Z,3765020893590702685639,3765.020893590703,12055305229967657199657646,12055305.2299676572,3765020893590702685639,3765.020893590703,applicable,0.000312312366,applicable,0.000194523997
v1.0,exact_asset_group,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,2,,,,,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,collateral_assets,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,18,p90,2026-05-19T13:00:00Z,56,0,0,0,12055305229967657199657646,12055305.2299676572,19355045950898265436255310,19355045.950898265436,2026-02-02T13:00:00Z,58343424339518736846,58.343424339519,12055305229967657199657646,12055305.2299676572,58343424339518736846,58.343424339519,applicable,0.000004839647,applicable,0.000003014378
v1.0,exact_asset_group,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,2,,,,,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,collateral_assets,PT-sUSDai-19FEB2026,0x1bf1311fcf914a69dd5805c9b06b72f80539cb3f,18,p180,2026-08-17T13:00:00Z,56,0,0,0,12055305229967657199657646,12055305.2299676572,19355045950898265436255310,19355045.950898265436,2026-02-02T13:00:00Z,30474398637769321977,30.474398637769,12055305229967657199657646,12055305.2299676572,30474398637769321977,30.474398637769,applicable,0.000002527883,applicable,0.000001574494
v1.0,exact_asset_group,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,2,,,,,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,collateral_assets,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,6,p30,2026-03-20T13:00:00Z,56,0,0,0,8110607,8.110607,12355537880,12355.53788,2025-12-23T13:00:00Z,8110607,8.110607,8110607,8.110607,8110607,8.110607,applicable,1,applicable,0.000656434959
v1.0,exact_asset_group,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,2,,,,,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,collateral_assets,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,6,p90,2026-05-19T13:00:00Z,56,0,0,0,8110607,8.110607,12355537880,12355.53788,2025-12-23T13:00:00Z,8110607,8.110607,8110607,8.110607,8110607,8.110607,applicable,1,applicable,0.000656434959
v1.0,exact_asset_group,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,2,,,,,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,collateral_assets,PT-syrupUSDC-29JAN2026,0x1ef58a7af39883cc95c59a2c106b726c64c2ecc6,6,p180,2026-08-17T13:00:00Z,56,0,0,0,8110607,8.110607,12355537880,12355.53788,2025-12-23T13:00:00Z,8110607,8.110607,8110607,8.110607,8110607,8.110607,applicable,1,applicable,0.000656434959
v1.0,exact_asset_group,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,2,,,,,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,collateral_assets,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,18,p30,2026-03-20T13:00:00Z,56,24023293550993481470,428987384839169311.964285714286,0.428987384839,24190315344740745198678,24190.315344740745,59522919072298280973113,59522.919072298281,2025-10-19T13:00:00Z,24143155624683414576804,24143.155624683415,24189886357355906029366.035714285714,24189.886357355906,24142726637298575407492.035714285714,24142.726637298575,applicable,0.998050436477,applicable,0.40560679842
v1.0,exact_asset_group,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,2,,,,,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,collateral_assets,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,18,p90,2026-05-19T13:00:00Z,56,24023293550993481470,428987384839169311.964285714286,0.428987384839,24190315344740745198678,24190.315344740745,59522919072298280973113,59522.919072298281,2025-10-19T13:00:00Z,24102809528575094334317,24102.809528575094,24189886357355906029366.035714285714,24189.886357355906,24102380541190255165005.035714285714,24102.380541190255,applicable,0.99638254538,applicable,0.40492896898
v1.0,exact_asset_group,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,2,,,,,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,collateral_assets,sUSDe,0x211cc4dd073734da055fbf44a2b4667d5e5fe5d2,18,p180,2026-08-17T13:00:00Z,56,24023293550993481470,428987384839169311.964285714286,0.428987384839,24190315344740745198678,24190.315344740745,59522919072298280973113,59522.919072298281,2025-10-19T13:00:00Z,24874009068573714377437,24874.009068573714,24189886357355906029366.035714285714,24189.886357355906,24873580081188875208125.035714285714,24873.580081188875,applicable,1.028263618677,applicable,0.417885408452
v1.0,exact_asset_group,0x2416092f143378750bb29b79ed961ab195cceea5,1,,,,,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,collateral_assets,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,18,p30,2026-03-20T13:00:00Z,56,912021139402158,16286091775038.535714285714,0.000016286092,52101494480577,0.000052101494,2200052101494480577,2.200052101494,2025-11-14T13:00:00Z,52101494480577,0.000052101494,35815402705538.464285714286,0.000035815403,35815402705538.464285714286,0.000035815403,applicable,1,applicable,0.000016279463
v1.0,exact_asset_group,0x2416092f143378750bb29b79ed961ab195cceea5,1,,,,,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,collateral_assets,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,18,p90,2026-05-19T13:00:00Z,56,912021139402158,16286091775038.535714285714,0.000016286092,52101494480577,0.000052101494,2200052101494480577,2.200052101494,2025-11-14T13:00:00Z,52101494480577,0.000052101494,35815402705538.464285714286,0.000035815403,35815402705538.464285714286,0.000035815403,applicable,1,applicable,0.000016279463
v1.0,exact_asset_group,0x2416092f143378750bb29b79ed961ab195cceea5,1,,,,,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,collateral_assets,ezETH,0x2416092f143378750bb29b79ed961ab195cceea5,18,p180,2026-08-17T13:00:00Z,56,912021139402158,16286091775038.535714285714,0.000016286092,52101494480577,0.000052101494,2200052101494480577,2.200052101494,2025-11-14T13:00:00Z,52101494480577,0.000052101494,35815402705538.464285714286,0.000035815403,35815402705538.464285714286,0.000035815403,applicable,1,applicable,0.000016279463
v1.0,exact_asset_group,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,1,,,,,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,collateral_assets,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,8,p30,2026-03-20T13:00:00Z,56,1736725,31012.946428571429,0.000310129464,2809369190,28.0936919,6600653907,66.00653907,2026-01-14T13:00:00Z,2751852868,27.51852868,2809338177.053571428571,28.093381770536,2751821855.053571428571,27.518218550536,applicable,0.979526736058,applicable,0.416903358853
v1.0,exact_asset_group,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,1,,,,,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,collateral_assets,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,8,p90,2026-05-19T13:00:00Z,56,1736725,31012.946428571429,0.000310129464,2809369190,28.0936919,6600653907,66.00653907,2026-01-14T13:00:00Z,4288303208,42.88303208,2809338177.053571428571,28.093381770536,4288272195.053571428571,42.882721950536,applicable,1.526435026612,applicable,0.649676896239
v1.0,exact_asset_group,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,1,,,,,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,collateral_assets,WBTC,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,8,p180,2026-08-17T13:00:00Z,56,1736725,31012.946428571429,0.000310129464,2809369190,28.0936919,6600653907,66.00653907,2026-01-14T13:00:00Z,1967635444,19.67635444,2809338177.053571428571,28.093381770536,1967604431.053571428571,19.676044310536,applicable,0.700380056458,applicable,0.298093750035
v1.0,exact_asset_group,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,2,,,,,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,collateral_assets,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,18,p30,2026-03-20T13:00:00Z,56,3802353858820588908,67899176050367659.071428571429,0.06789917605,179513542755551778898,179.513542755552,309621695527336216279,309.621695527336,2025-09-05T13:00:00Z,179518248793202965043,179.518248793203,179445643579501411238.928571428571,179.445643579501,179450349617152597383.928571428571,179.450349617153,applicable,1.000026225422,applicable,0.579706505726
v1.0,exact_asset_group,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,2,,,,,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,collateral_assets,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,18,p90,2026-05-19T13:00:00Z,56,3802353858820588908,67899176050367659.071428571429,0.06789917605,179513542755551778898,179.513542755552,309621695527336216279,309.621695527336,2025-09-05T13:00:00Z,2483674341313830339590,2483.67434131383,179445643579501411238.928571428571,179.445643579501,2483606442137779971930.928571428571,2483.60644213778,applicable,13.840438767952,applicable,8.02318198456
v1.0,exact_asset_group,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,2,,,,,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,collateral_assets,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,18,p180,2026-08-17T13:00:00Z,56,3802353858820588908,67899176050367659.071428571429,0.06789917605,179513542755551778898,179.513542755552,309621695527336216279,309.621695527336,2025-09-05T13:00:00Z,2298682200257551556724,2298.682200257552,179445643579501411238.928571428571,179.445643579501,2298614301081501189064.928571428571,2298.614301081501,applicable,12.809529700637,applicable,7.425572963974
v1.0,exact_asset_group,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,2,,,,,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,collateral_assets,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,18,p30,2026-03-20T13:00:00Z,56,0,0,0,137644240285912161786788,137644.240285912162,3115498084924852467074639,3115498.084924852467,2026-01-20T13:00:00Z,17203079000203533929085,17203.079000203534,137644240285912161786788,137644.240285912162,17203079000203533929085,17203.079000203534,applicable,0.124982192967,applicable,0.00552177486
v1.0,exact_asset_group,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,2,,,,,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,collateral_assets,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,18,p90,2026-05-19T13:00:00Z,56,0,0,0,137644240285912161786788,137644.240285912162,3115498084924852467074639,3115498.084924852467,2026-01-20T13:00:00Z,68903676446668317481326,68903.676446668317,137644240285912161786788,137644.240285912162,68903676446668317481326,68903.676446668317,applicable,0.500592515194,applicable,0.022116423945
v1.0,exact_asset_group,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,2,,,,,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,collateral_assets,RLP,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,18,p180,2026-08-17T13:00:00Z,56,0,0,0,137644240285912161786788,137644.240285912162,3115498084924852467074639,3115498.084924852467,2026-01-20T13:00:00Z,68903676446668317481326,68903.676446668317,137644240285912161786788,137644.240285912162,68903676446668317481326,68903.676446668317,applicable,0.500592515194,applicable,0.022116423945
v1.0,exact_asset_group,0x40461291347e1ecbb09499f3371d3f17f10d7159,1,,,,,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,collateral_assets,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,6,p30,2026-03-20T13:00:00Z,56,0,0,0,1224,0.001224,101224,0.101224,2026-02-09T13:00:00Z,3390093,3.390093,1224,0.001224,3390093,3.390093,applicable,2769.683823529412,applicable,33.491000158065
v1.0,exact_asset_group,0x40461291347e1ecbb09499f3371d3f17f10d7159,1,,,,,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,collateral_assets,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,6,p90,2026-05-19T13:00:00Z,56,0,0,0,1224,0.001224,101224,0.101224,2026-02-09T13:00:00Z,9215478,9.215478,1224,0.001224,9215478,9.215478,applicable,7528.985294117647,applicable,91.040444953766
v1.0,exact_asset_group,0x40461291347e1ecbb09499f3371d3f17f10d7159,1,,,,,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,collateral_assets,XAUt0,0x40461291347e1ecbb09499f3371d3f17f10d7159,6,p180,2026-08-17T13:00:00Z,56,0,0,0,1224,0.001224,101224,0.101224,2026-02-09T13:00:00Z,8085816,8.085816,1224,0.001224,8085816,8.085816,applicable,6606.058823529412,applicable,79.880423614953
v1.0,exact_asset_group,0x4186bfc76e2e237523cbc30fd220fe055156b41f,1,,,,,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,collateral_assets,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,18,p30,2026-03-20T13:00:00Z,56,914250654695361,16325904548131.446428571429,0.000016325905,7125664207465,0.000007125664,50139480591936760073,50.139480591937,2025-10-02T13:00:00Z,7125664207465,0.000007125664,-9200240340666.446428571429,-0.00000920024,-9200240340666.446428571429,-0.00000920024,not_applicable_no_positive_end_uplift,,applicable,-0.000000183493
v1.0,exact_asset_group,0x4186bfc76e2e237523cbc30fd220fe055156b41f,1,,,,,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,collateral_assets,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,18,p90,2026-05-19T13:00:00Z,56,914250654695361,16325904548131.446428571429,0.000016325905,7125664207465,0.000007125664,50139480591936760073,50.139480591937,2025-10-02T13:00:00Z,7125664207465,0.000007125664,-9200240340666.446428571429,-0.00000920024,-9200240340666.446428571429,-0.00000920024,not_applicable_no_positive_end_uplift,,applicable,-0.000000183493
v1.0,exact_asset_group,0x4186bfc76e2e237523cbc30fd220fe055156b41f,1,,,,,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,collateral_assets,rsETH,0x4186bfc76e2e237523cbc30fd220fe055156b41f,18,p180,2026-08-17T13:00:00Z,56,914250654695361,16325904548131.446428571429,0.000016325905,7125664207465,0.000007125664,50139480591936760073,50.139480591937,2025-10-02T13:00:00Z,7125664207465,0.000007125664,-9200240340666.446428571429,-0.00000920024,-9200240340666.446428571429,-0.00000920024,not_applicable_no_positive_end_uplift,,applicable,-0.000000183493
v1.0,exact_asset_group,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,2,,,,,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,collateral_assets,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,6,p30,2026-03-20T13:00:00Z,56,17837295,318523.125,0.318523125,26938753956364,26938753.956364,79001845222939,79001845.222939,2025-10-25T13:00:00Z,51568110912156,51568110.912156,26938753637840.875,26938753.637840875,51568110593632.875,51568110.593632875,applicable,1.914272326289,applicable,0.652745649877
v1.0,exact_asset_group,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,2,,,,,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,collateral_assets,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,6,p90,2026-05-19T13:00:00Z,56,17837295,318523.125,0.318523125,26938753956364,26938753.956364,79001845222939,79001845.222939,2025-10-25T13:00:00Z,2781723878598,2781723.878598,26938753637840.875,26938753.637840875,2781723560074.875,2781723.560074875,applicable,0.103261034177,applicable,0.035210868347
v1.0,exact_asset_group,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,2,,,,,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,collateral_assets,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5,6,p180,2026-08-17T13:00:00Z,56,17837295,318523.125,0.318523125,26938753956364,26938753.956364,79001845222939,79001845.222939,2025-10-25T13:00:00Z,90760073982,90760.073982,26938753637840.875,26938753.637840875,90759755458.875,90759.755458875,applicable,0.00336911487,applicable,0.001148830835
v1.0,exact_asset_group,0x4809010926aec940b550d34a46a52739f996d75d,2,,,,,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,collateral_assets,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,18,p30,2026-03-20T13:00:00Z,56,0,0,0,1264840438861854886397070,1264840.438861854886,3165376368055715337123840,3165376.368055715337,2026-01-29T13:00:00Z,10859103348414202642,10.859103348414,1264840438861854886397070,1264840.438861854886,10859103348414202642,10.859103348414,applicable,0.000008585354,applicable,0.000003430588
v1.0,exact_asset_group,0x4809010926aec940b550d34a46a52739f996d75d,2,,,,,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,collateral_assets,wsrUSD,0x4809010926aec940b550d34a46a52739f996d75d,18,p90,2026-05-19T13:00:00Z,56,0,0,0,1264840438861854886397070,1264840.438861854886,3165376368055715337123840,3165376.368055715337,2026-01-29T13:00:00Z,1542086401545976814607426,1542086.401545976815,1264840438861854886397070,1264840.438861854886,1542086401545976814607426,1542086.401545976815,applicable,1.219194417071,applicable,0.487173158019
