metric_version,target_timestamp_utc,boundary_block,phase_role,population_type,population_id,market_count,metric,value_base_units,value_native,unit_symbol,unit_address
v1.0,2025-08-20T13:00:00Z,370418255,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-20T13:00:00Z,370418255,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-20T13:00:00Z,370418255,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-20T13:00:00Z,370418255,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,644710838532,644710.838532,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,3390819654695,3390819.654695,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,3199010,3.19901,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,62065280,62.06528,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,fixed_program,45_markets,45,active_borrowers,39,39,wallets,
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,44,44,wallets,
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1059415,1.059415,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-21T13:00:00Z,370764489,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,922665739743,922665.739743,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,3236866146821,3236866.146821,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,68025714,68.025714,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,113180131,113.180131,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,fixed_program,45_markets,45,active_borrowers,41,41,wallets,
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,45,45,wallets,
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1059753,1.059753,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-22T13:00:00Z,371110538,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,566577345330,566577.34533,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,631570067010,631570.06701,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,68025714,68.025714,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,113180131,113.180131,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,fixed_program,45_markets,45,active_borrowers,40,40,wallets,
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,44,44,wallets,
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1059903,1.059903,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-23T13:00:00Z,371456631,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,644645257547,644645.257547,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,717829308462,717829.308462,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,68025714,68.025714,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,113180131,113.180131,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,fixed_program,45_markets,45,active_borrowers,42,42,wallets,
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,46,46,wallets,
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060060,1.06006,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-24T13:00:00Z,371802489,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,1153421399236,1153421.399236,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,1270900201190,1270900.20119,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,68025714,68.025714,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,113180131,113.180131,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,fixed_program,45_markets,45,active_borrowers,47,47,wallets,
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,51,51,wallets,
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060060,1.06006,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-25T13:00:00Z,372148679,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,681645494551,681645.494551,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,2043162224821,2043162.224821,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64027369,64.027369,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190746662,190.746662,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,fixed_program,45_markets,45,active_borrowers,49,49,wallets,
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,54,54,wallets,
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060060,1.06006,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-26T13:00:00Z,372494987,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,752329047791,752329.047791,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,1087646088739,1087646.088739,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64128371,64.128371,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190747664,190.747664,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,fixed_program,45_markets,45,active_borrowers,52,52,wallets,
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,58,58,wallets,
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060538,1.060538,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-27T13:00:00Z,372841194,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,821373613235,821373.613235,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,2592402232139,2592402.232139,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64229335,64.229335,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190748628,190.748628,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,fixed_program,45_markets,45,active_borrowers,53,53,wallets,
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,61,61,wallets,
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060615,1.060615,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-28T13:00:00Z,373187378,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,815366274830,815366.27483,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,1273989129264,1273989.129264,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64229335,64.229335,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190748628,190.748628,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,fixed_program,45_markets,45,active_borrowers,54,54,wallets,
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,62,62,wallets,
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060714,1.060714,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,0,0,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-29T13:00:00Z,373533569,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,827785785297,827785.785297,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,985212960640,985212.96064,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64229335,64.229335,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190748628,190.748628,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,fixed_program,45_markets,45,active_borrowers,57,57,wallets,
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,65,65,wallets,
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1060790,1.06079,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,800000000000000,0.0008,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,1000000,1,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,3567459,3.567459,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-30T13:00:00Z,373879731,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,801621680494,801621.680494,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,supplied_assets,889257839866,889257.839866,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,borrowed_assets,64229335,64.229335,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,supplied_assets,190748628,190.748628,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,fixed_program,45_markets,45,active_borrowers,58,58,wallets,
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,fixed_program,45_markets,45,active_borrowers_shares_only,66,66,wallets,
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,early_shared_usdc,1,borrowed_assets,1211060805,1211.060805,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,early_shared_usdc,1,collateral_assets,941788464705147227,0.941788464705,weETH,0x35751007a407ca6feffe80b3cb397736d2cf4dbe
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,dedicated_syrupusdc,1,borrowed_assets,1000000,1,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,dedicated_syrupusdc,1,collateral_assets,3567459,3.567459,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,late_usdt0,1,borrowed_assets,0,0,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9
v1.0,2025-08-31T13:00:00Z,374225637,baseline_close,archetype_market,late_usdt0,1,collateral_assets,0,0,syrupUSDC,0x41ca7586cc1311807b4605fbb748a3b8862b42b5
v1.0,2025-09-01T13:00:00Z,374571460,baseline_close,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,borrowed_assets,912273429224,912273.429224,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831
